treatment_code,description,list_price,last_changed,months_held,confidence,tier,share_pct,charges_in_run,alt1_price,alt1_count,alt2_price,alt2_count,drifting,drift_price,drift_months,uses_365d,revenue_365d
NEO 7,"Neovast  Tablets",9.8,2019-02-01,1,30,LOW,33.3,3,9,1,14.6,1,false,,0,0,0
SX2,"Orthopaedic Surgical Fee Per 10 Minutes",585,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MEDI 85,"Medi-Cal Rc Feline Dental Formula-2 Kg",21.14,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CANIN 10,"Canine Hills Pd Large Breed 4.5 Kg",28,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
MILK,"Milk Replacer Pro-Biolac Kittens 50 G",12,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
METRO1,"Metronidazole 50 mg Chewable Tb",15,2019-02-01,1,48,LOW,66.7,3,11,1,,0,false,,0,0,0
CANIN64,"Canine Hills Pd Can 370g",1.96,2019-02-01,1,30,LOW,33.3,3,3.92,1,14.7,1,false,,0,0,0
VACCC,"Fvrcp (pfizer) Combined",24,2019-02-01,1,54,MEDIUM,75,4,29,1,,0,false,,0,0,0
TAPAZ,"Tapazole 5 Mg Tb",37.4,2019-02-01,1,33,LOW,33.3,6,3.78,1,36.18,1,false,,0,0,0
V 3  FEL,"Rabies  Canine/Feline 3  Years",70,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
OTO1,"Otoclean 16 X 5 Ml",17,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
LEUK1,"Leukemia  Combined",10,2019-02-01,1,48,LOW,66.7,3,24,1,,0,false,,0,0,0
CANIN49,"Canine Hills Wd With Chicken 10 Lb",28.07,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
ECLIPS,"Fvrcp + Chlamidia Combined",24,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
LYS,"Viralys Gel  5 Oz",10.75,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
OPTH,"Chloramphenicol  Oph  Ointm 1%",20.76,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
137800,"Canine Acana Praire Poultry",22.59,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
124268,"Canine Iams large breed",45.8,2020-11-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
137864,"Rayne K9 Kangaroo Dia. 369g",31.14,2020-02-01,2,41,LOW,50,2,64.2,1,,0,false,,0,0,0
131229,"MCRC K9 Renal Support S 8kg",75.25,2020-11-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
134906,"dreamwell cuddle bed",26.44,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
132697,"Train pads  small",5.73,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
125410,"Amoxicillin 250mg/5ml - 150ml Bottle",29.24,2019-03-01,4,58,MEDIUM,57.1,7,34.72,2,29.51,1,true,34.72,1,0,0
137070,"Feline c/d Stress Chicken - 17.6lbs",102.52,2019-10-01,7,60,MEDIUM,44.4,9,106.99,2,106.77,1,false,,0,0,0
103371,"Yesterdays news cat litter",48.6,2020-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
138016,"xmas owl x small",3.03,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
121134,"CATIT Grass Garden Refill 2pkg",7.07,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
127928,"Toe Grip Medium",29.28,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
133014,"CATIT Grass Planter",15.25,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
129745,"Booda Filter 2/pk",2.29,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
AMLODIPI,"Amlodipine Besylate 1.25 mg",4.2,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
PAW2,"Peartree Pawprint - Ying Yang",106.8,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
VETLINK,"1100 Mg",29,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
119313,"Hills K9 u/d - 8.5 lbs",50.01,2020-11-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
123568,"MCRC Fel Senior Consult - 1.5kg",25.41,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
136850,"X-mas zippy paws penguin",5.2,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
13943,"X-mas Floppy Snowman",7.35,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
139427,"X-mas Whoopz Penguin",9.2,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138646,"X-mas Bow tie",6.45,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138306,"X-mas kickeroo",4.49,2020-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
I7,"Canine Hills D/D Potato And Salmon 17.6",62.69,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
I-DROP,"I-Drop 20 Units",31,2019-02-01,1,69,MEDIUM,100,5,,0,,0,false,,0,0,0
125000,"Tylan Soluble Powder (per gram)",42.3,2019-02-01,1,36,LOW,40,5,30,2,25,1,false,,0,0,0
GER 1,"Bloodwork - Geriat Panel + Fruct - Idexx",153.9,2019-02-01,1,48,LOW,66.7,3,201.9,1,,0,false,,0,0,0
134736,"Dermoscent Pyo-Clean Mousse - 150mL",24.42,2022-03-01,3,56,MEDIUM,66.7,3,21,1,,0,false,,0,0,0
ECHO1,"Echocardiogram (w cardiologist report)",390,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MEDI 13,"MCRC K9 Development LrgBrd 14 kg",62.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
108740,"Advantage Multi 10 Green (upto 4.5kg)",33,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
100041,"Apo- Sulfatrim 100-20 mg",16,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
PVD3,"PVD Feline DM 2.72 kg",36.96,2019-02-01,1,54,MEDIUM,75,4,35.88,1,,0,false,,0,0,0
CFLUA,"Fluid Analysis with Cytology Antech",174.07,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
104270,"Needle Terumo 20g x 1 1/2""",1,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
113015,"Clinacin 150mg tablets",40.7,2019-02-01,1,48,LOW,66.7,3,94,1,,0,false,,0,0,0
CLOT15,"Clotrimazole/Dexamethaxone 1% 15 ml",18.9,2019-02-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
CLOT25,"Clotrimazole/Deamethasone 1% 25 ml Otic",23.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
125216,"Zeniquin 25 mg",33.7,2019-02-01,1,30,LOW,33.3,3,27.19,1,18.51,1,false,,0,0,0
021833,"DECLINED: CET Hextra Dog Chews Large 30",20.42,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
124944,"Orijen Freeze Dried Treats - Lamb",6.99,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
120387,"K-9 Nat. Bal. Sweet Pot & Fish 13lbs",40.6,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
141675,"CATALYST SDMA",24.9,2024-06-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CLOT30,"Clotrimazole/Deamethasone 1% 30 ml Otic",25.8,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
128067,"Hills Ideal Balance (GF) Sal & Pot 11lbs",33.27,2019-02-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
122555,"MCRC K9 Weight Control 14 kg",108.64,2020-03-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
125485,"Teva Theophylline 100mg",24.04,2019-02-01,1,48,LOW,66.7,3,20.4,1,,0,false,,0,0,0
FADR,"Feline ADR Combo Plus",220,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
AARCSDA1,"AARCS Da2ppv Puppy 1 Vaccine",4.4,2019-02-01,2,74,MEDIUM,100,6,,0,,0,false,,0,0,0
4304929,"Clomipramide 50mg/ml (3 mls) summit",13.62,2019-02-01,1,37,LOW,50,2,20.41,1,,0,false,,0,0,0
112806,"K9 Purebites Beef/Liver - 57g",5.03,2020-05-01,2,41,LOW,50,2,5.31,1,,0,false,,0,0,0
123543,"MCRC Fel Development - 3.5kg",48.72,2019-02-01,6,49,LOW,25,8,64,2,43.75,1,false,,0,0,0
139962,"Flexadin Fel Advanced - 60s",74.5,2022-04-01,3,38,LOW,33.3,3,55.98,1,48.47,1,false,,0,0,0
139334,"MCRC Fel Selected Protein VR 145g",157.08,2022-03-01,2,41,LOW,50,2,89.76,1,,0,false,,0,0,0
99012999,"Aluminium acetate/hydrocortisone 2/1%",12.44,2019-06-01,4,47,LOW,40,5,62,2,16.8,1,false,,0,0,0
141275,"Simparica TRIO Purple 2.6-5 Kg",30.34,2022-04-01,1,48,LOW,66.7,3,75.52,1,,0,false,,0,0,0
136049,"Hills K9 Healthy Adv Adult SB 12lb",35.53,2022-04-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
140156,"TOY CAT CHICKEN AND WAFFLES",4.98,2023-07-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138656,"RC COLLAR RAINBOW PAWS",12.76,2023-07-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
127743,"Flexadin Adv Chews 30's K9",33.34,2022-04-01,3,78,HIGH,100,7,,0,,0,false,,0,0,0
134134,"CANINE SCI DIET HEALTHY MOBILITY 90 gm",26.67,2022-04-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
PUP,"Pup Mini Stick",6.38,2020-04-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
122545,"MCRC Canine Dental SD 1.5kg",20.89,2022-04-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
1425A,"Depo-Medrol 40mg/ml < 0.5 ml",37,2019-02-01,1,70,MEDIUM,100,6,,0,,0,false,,0,0,0
DENAS,"DENAMARIN  CHEW 30 TB (225 MG  S-ADENOS)",75,2019-02-01,1,61,MEDIUM,83.3,6,140,1,,0,false,,0,0,0
021718,"Diet Pur Fel PVD Diabetes Management 6 L",56.6,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
117,"Epidural  Anaesthetic",90,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MEDI  57,"Medi-Cal RC Canine Satiety Support 14 kg",109.19,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
123553,"MCRC Fel Dental - 8 kg",125.5,2022-03-01,2,70,MEDIUM,100,3,,0,,0,false,,0,0,0
116A,"Anaesthetic  Topical Ophtalmic",16,2019-02-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
ITRAC,"Itraconazole  50 mg/ml (Strathcona)",68.4,2019-02-01,1,48,LOW,66.7,3,75,1,,0,false,,0,0,0
DOL,"Dolpac 2 / tb",15,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
AARCSN15,"AARCS Neuter under 15kg",75,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
122540,"MCRC K9 Adult - 10 kg",73.1,2019-04-01,3,48,LOW,50,4,76.13,1,79.94,1,false,,0,0,0
M AT,"Pet Mat",13.44,2020-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
132312,"Douxo Seborrhea Mousse 200ml",21,2019-04-01,3,66,MEDIUM,80,5,24.93,1,,0,false,,0,0,0
138248,"Phycox Max HA soft chews - 90s",80.5,2020-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138400,"Nutri-vet salmon oil 6.5oz",14.03,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
135130,"Parakeet/Bugie Seed",18.8,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
STAFF,"Roglite Rogz - blue #127497",3.84,2019-02-01,1,37,LOW,50,2,9.3,1,,0,false,,0,0,0
129942,"Healthy Mouth Water Add. K9Pumpkin 237ml",82.05,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
AARCSDPV,"AARCS Puppy DPV",4.43,2019-02-01,1,70,MEDIUM,100,6,,0,,0,false,,0,0,0
BECO BOW,"Beco Bowl",6.48,2020-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
129651,"AARCS NEXGARD Blue (4.6-10.9kg)",11.57,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
121356,"Zentonil Adv Chewable Tab 100mg -30's",64.7,2019-02-01,1,69,MEDIUM,100,5,,0,,0,false,,0,0,0
113581,"UBAVET Gold Glu HCL Powder 500g",44.42,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
FEL38,"Feline Hills Rd With Chicken 4 Lb",51.82,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
ATO2,"Atopica 50mg capsules",156,2019-02-01,1,37,LOW,50,2,116.4,1,,0,false,,0,0,0
137661,"Rc Renal Suport Liquid",75.04,2024-07-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
109012,"Proseb Shampoo - 16oz",18.42,2019-02-01,1,65,MEDIUM,100,2,,0,,0,true,27.68,1,0,0
132864,"Vanguard B ORAL",23.82,2024-08-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
130017,"Hills K9 c/d Chicken - 17.6lbs",110,2019-02-01,3,56,MEDIUM,66.7,3,39.89,1,,0,false,,0,0,0
GENUW,"General Panel w UA IDEXX",213.9,2024-08-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
RXGERBFW,"Geriatric Panel with Urinalysis/cpl",332,2024-08-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
139638,"RC K9 Renal Support D - 370g",37.68,2024-03-01,1,63,MEDIUM,100,1,,0,,0,true,33.66,1,0,0
308B,"Cremation Communal (65.1-100lbs)",120,2024-08-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
117294,"MCRC Feline Fibre 165 g",2.92,2019-03-01,4,40,LOW,22.2,9,70.08,2,11.68,2,false,,0,0,0
SUMPIMO,"Pimobendan 15mg",142.8,2019-03-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
107285,"Lutalyse injectable",17.9,2019-03-01,5,70,MEDIUM,71.4,7,17.41,1,18.57,1,false,,0,0,0
902925,"Urine Keytone ONLY Strips",37,2019-02-01,1,63,MEDIUM,100,1,,0,,0,true,20,1,0,0
500,"Groom - Brief",20,2019-03-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
136048,"Feline Healthy Advantage Adult - 6lb",38.38,2019-02-01,3,77,HIGH,100,5,,0,,0,false,,0,0,0
123140,"Alpha Trak 2 Starter Kit",116.8,2019-04-01,2,52,MEDIUM,66.7,3,120.4,1,,0,false,,0,0,0
115875,"DECLINED: Dermoscent Ess Pipettes 10-20k",47.98,2019-02-01,2,73,MEDIUM,100,5,,0,,0,false,,0,0,0
133935,"Hills Fel k/d + mobility chkn + veg 85g",30.96,2019-04-01,3,77,HIGH,100,6,,0,,0,false,,0,0,0
125777,"Needle BD 25g x 1in - 100's",7.5,2019-04-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
122646B,"Advantix II-  K9  4.6-11 kg-6's BOX",95.58,2019-02-01,1,48,LOW,66.7,3,96.68,1,,0,false,,0,0,0
110024,"UbaVet Glucosamine Liquid  1000ml",26.3,2020-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
304A,"Cremation  Communal > 30 Kg",75,2020-08-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
PET 2,"PETRAYS (60 MINUTES REPORT)",162,2019-02-01,3,62,MEDIUM,75,4,40,1,,0,false,,0,0,0
FEL9,"Feline Hills Id 4.54kg(prof Pack)",38.35,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
DERMAGS,"Derma Gel Spray 50 Ml",29,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
REFER,"Refer A Friend Program",15,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
K1VIT,"Vitamine K1 25 Mg",14.2,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
ANI,"Anipryl 30 Mg Tablet",124,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
B/D,"Canine Hills   B/D  17.6 Lbs",75.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
UBAVETP,"Ubavet Omega 3 Fatty Acids 237 Ml Wpump",19.5,2019-02-01,1,40,LOW,50,4,47.76,2,,0,false,,0,0,0
120571,"Zylkene 225 mg",47.08,2019-02-01,1,54,MEDIUM,75,4,27.73,1,,0,false,,0,0,0
MEDI 103,"Medi-Cal Rc Fel Mature Senior Formula (i",55.34,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
SABEX,"Antiemetic Injection",21,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
PRECRE11,"Private Cremation w/ Urn <1kg",195,2024-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
PRECRM11,"Private Cremation w/ Wood Urn <1kg",325,2024-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
115057,"Derma Gel Tubes - 10ml",17.58,2024-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
GPTUFS,"General Panel with T4  UA& FPL",295.9,2024-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
920001,"Buster Classic Clear 10 cm",10.76,2024-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
131714,"Hills Fel k/d Ocean Fish 8.5lbs",58.99,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
136065,"Feliway Friends Refill 2 Pack 48ml",33.55,2019-02-01,12,88,HIGH,88.2,17,67.1,1,35.95,1,false,,0,0,0
126064,"Otomax Ointment - 12.5g",40.86,2019-03-01,2,72,MEDIUM,100,4,,0,,0,false,,0,0,0
117022,"MCRC K9 Vegetarian 13 kg",107.87,2019-03-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
105106,"Hills Fel r/d ckn & liv 156g",57.5,2019-03-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
0009A1,"Canine  Neuter > 45 kg",480,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
ITRA,"Itraconazole 10 Mg/Ml (strathcona Ph)",187.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
010592,"Tobramycin Opth Soln 0.3% Bahs 5ml",12,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
NOVO5,"R#29685; Novo-Prednisone 5mg Tabs",12.9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138262,"Fel Urinary SO Aging + Calm - 165g",60,2020-07-01,4,38,LOW,25,4,5,1,38.2,1,false,,0,0,0
123608,"S-Adenosyl 225 snap tabs 60's",115.7,2019-02-01,1,37,LOW,50,2,108.14,1,,0,false,,0,0,0
111067,"Cat Attract Additive 20oz",11.9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
117917,"Catalyst NSAID 6 Clip",73,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
132282,"Maxi Guad oral wipes 100/pkg",19.21,2020-06-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
121373,"PVD K9 OM Pro Pack 14.5kg",100.08,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MAN,"Mannitol 20%-500 ml",0.01,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
POTC,"Potassium-Citrate 500 mg capsules Summit",42,2019-02-01,1,48,LOW,66.7,3,84,1,,0,false,,0,0,0
01-21,"IDEXX Telemedicine consultants nonurgent",294,2024-10-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
132209,"K9 PVD UR  2.72kg",39.65,2024-11-01,2,58,MEDIUM,75,4,35.4,1,,0,false,,0,0,0
109278,"Cool Care 5n1 Spray 439 g",12.41,2024-11-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
139693,"Douxo Calm Shampoo 500 mls",34.29,2023-11-01,1,63,MEDIUM,100,1,,0,,0,true,71.32,1,0,0
TIT,"Vaccine Titer (Distemper  Adeno  Parvo)",215,2021-01-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
117301,"MCRC K9 Fibre 385 g",44.16,2019-02-01,3,48,LOW,50,4,25.76,1,41.66,1,false,,0,0,0
111585,"CET Hextra Dog Chews Petite 30 Pkg",19.28,2021-01-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
123521,"RC K9 Anallergenic-4kg",70.21,2021-01-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
699025,"Pet Uber Bedding 36L",51.72,2021-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
139023,"omega 3/6/9 efa 500ml",22,2021-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
TI,"Vaccine Titer Panel - Idexx",154.9,2021-01-01,1,47,LOW,60,5,85,1,170,1,false,,0,0,0
136191,"Petsmile Toothpaste -2.5oz",26.25,2019-10-01,3,56,MEDIUM,66.7,3,18.75,1,,0,false,,0,0,0
PIO,"Piroxicam 1.5mg/ml 60 mls bottle",33,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
132012,"Derm Defense 25lb",129.99,2020-02-01,3,74,MEDIUM,100,3,,0,,0,false,,0,0,0
MED154,"Medi-Cal RC Feline Urinary So 1.5 kg",18.34,2019-02-01,1,40,LOW,50,4,16.18,1,16.99,1,false,,0,0,0
METAC,"Metacam For Cats 15 Ml Bottle",45,2019-02-01,1,30,LOW,33.3,3,46.8,1,52,1,false,,0,0,0
4493,"Canine J/D 30 Lb Bag",91.92,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
131419,"Rayne canine low fat kangaroo 11 kg",130.64,2019-08-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
CODE,"Codeine 15 mg Tablet",15,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
022315,"Zentonil Tab 100mg 30 Box Evs",48.2,2019-02-01,1,48,LOW,66.7,3,48,1,,0,false,,0,0,0
100588,"Canaural Ear Drops 15ml",41.98,2019-02-01,1,42,LOW,50,6,29.98,3,,0,false,,0,0,0
022316,"Zentonil Plus 200mg 30  chews Box Evs",83,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
107356,"Surolan drops 15 mls filled in Clinic",30,2019-02-01,1,67,MEDIUM,80.8,26,31,3,45,1,false,,0,0,0
TON,"Tonic Lax -70.87 G",11.9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
129866,"Multi-Duo 100 XLARGE Dog over 25 kg",180,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
1772,"Thoracic Fluid Drainage",99,2019-02-01,1,48,LOW,66.7,3,70,1,,0,false,,0,0,0
106101,"Fuciderm Gel 15g",43,2019-02-01,1,75,HIGH,100,18,,0,,0,false,,0,0,0
126769,"Bactroban 2% Ointment15 g",32,2019-02-01,1,64,MEDIUM,87.5,8,12,1,,0,false,,0,0,0
118398,"Dolpac 2 / tb",15,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CSA021,"Superchem/CBC/UA  Antech",215.52,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CT445,"Cortisol-Single Resting Antech",40,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
143791,"PVD K9 DH - 7.48kg",94.33,2024-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
132875,"Whimzees Med Variety Pack 28/p",28.16,2019-02-01,2,58,MEDIUM,75,4,33.95,1,,0,false,,0,0,0
DPF,"Document Processing Fee",40,2021-03-01,4,81,HIGH,100,6,,0,,0,false,,0,0,0
FF1A,"Feline FVRCPv Annual",110,2025-01-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
123299,"Cat Litter Wundercat Clay Clum 20kg",15.63,2023-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
USX,"Ultrasound Follow (with /after X-rays)",200,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
DOX,"Doxion 400(s-adenosyl-L-methionine)-30 T",93.92,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
130854,"Insulin Syr Sol-Vet U-40 0.3mL/30g/1/2""",2.8,2023-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
03,"FVS follow up Dual cavity ultrasound",637,2023-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MED1C2,"MCRC Fel GI High Energy - 4kg",38.75,2020-11-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
138239,"hills naturals savories with chicken 8oz",4.21,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138238,"canine hills naturals savories peanutbut",4.21,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
136367,"ECO bio bowl natural",3.66,2020-10-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
136359,"eco dog bowl-blue",3.66,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
136360,"eco bowl pink",2.81,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
129640,"Teva Enalapril 10 mg",20.4,2020-10-01,1,63,MEDIUM,100,1,,0,,0,true,45.6,1,0,0
117582,"Canine PVD JM 8.16kg",67.32,2020-10-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
100739,"Glucosamine HCL K9 200g",16.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
139301,"halloween burrow spider web plus spiders",6.76,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
122133,"KONG Squeeze Ball",5.57,2020-10-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
137258,"Bully sticks 12 inch 6pk",34.98,2020-09-01,1,63,MEDIUM,100,1,,0,,0,true,33.31,1,0,0
131926,"Charac-Tol ActivatChar w/sorb 50g 250ml",12.09,2020-10-01,1,63,MEDIUM,100,1,,0,,0,true,42.6,1,0,0
920100,"Buster Porcupine Brush-Medium",12.67,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
136344,"Pet Slicone Food Mat Pink",10.2,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
138316,"Shampoo Fresh'n Clean Puppy-18oz",7.8,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
134216,"Spot Clean Paws Drying Mit",4.96,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
135794,"Toy Doorbell Trainer",6.31,2020-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
134691,"Training Crate medium",45.49,2020-10-01,2,70,MEDIUM,100,3,,0,,0,false,,0,0,0
