treatment_code,description,list_price,last_changed,days_held,months_held,previous_price,last_old_price_date,confidence,tier,share_pct,charges_in_run,drifting,drift_price,drift_months,uses_365d,revenue_365d
133443,"Metoclopramide 5mg",13.12,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
8490,"Zeniquin 100 mg",68.84,2019-05-14,2518,2,174.4,2019-02-03,52,MEDIUM,66.7,3,false,,0,0,0
TETRA,"Tetracycline 1% Opthalmic Ointment",54.33,2021-04-16,1815,3,32.6,2021-03-17,66,MEDIUM,80,5,false,,0,0,0
120464,"OPTIXCARE -  L-Lysine Chews - 60 Chews",26.33,2019-08-24,2416,14,15.49,2019-02-03,89,HIGH,83.9,31,false,,0,0,0
129014,"MCRC Fel Hypo - 2 kg",37.42,2020-02-20,2236,10,34.99,2020-01-15,97,HIGH,100,29,false,,0,0,0
126006,"Safe Guard ( Fenbendazole) 10%",30.03,2019-07-11,2460,5,30,2019-02-03,48,LOW,33.3,6,false,,0,0,0
120827,"Cepetor  1m/ml inj",47.8,2019-11-19,2329,3,29.75,2019-09-17,48,LOW,50,4,true,31.63,1,0,0
118163,"Aventi Hairball Paste 50ml",9.96,2019-02-03,2618,1,,,69,MEDIUM,100,5,false,,0,0,0
130019,"Hills K9 i/d 27.5lbs",97.16,2019-07-13,2458,7,95.63,2019-03-18,60,MEDIUM,44.4,9,true,111.42,1,0,0
115875,"Dermoscent Ess Pipettes 10-20kg (4pkg)",47.98,2019-02-03,2618,2,,,73,MEDIUM,100,5,false,,0,0,0
132079,"Hills K9 t/d (IC) - 11.3 kg",151.42,2023-06-01,1039,3,139.26,2023-05-23,48,LOW,50,4,false,,0,0,0
128047,"Hills Fel Healthy Adv Kitten 6 lbs",40.98,2020-09-17,2026,2,122.94,2019-05-11,70,MEDIUM,100,3,true,81.96,1,0,0
105106,"Hills Fel r/d ckn & liv 156g",57.5,2019-03-08,2585,2,2.5,2019-02-03,52,MEDIUM,66.7,3,false,,0,0,0
115877,"Dermoscent Ess Mousse (K9) 150mL",22.49,2019-05-03,2529,2,,,69,MEDIUM,100,2,true,27.66,1,0,0
116355,"Profender Large 5-8kg",20.47,2019-04-02,2560,2,36.94,2019-02-03,73,MEDIUM,100,5,true,81.44,1,0,0
128065,"Hills Ideal Balance (GF) Ckn & Pot 21 lb",57.52,2019-02-03,2618,1,,,75,HIGH,100,17,false,,0,0,0
127178,"IAMS K9 VF Skin & Coat Plus KO 13.6kg",71.76,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
CYSTC,"Urine Collection",34.7,2019-02-03,2618,1,,,80,HIGH,99.2,131,false,,0,0,0
126264,"MCRC K9 Hypo 4 kg",47.82,2020-02-24,2232,5,46.98,2020-01-06,91,HIGH,100,19,true,53.28,1,0,0
120302,"MCRC K9 Hypo 385g",56.16,2020-02-10,2246,8,52.92,2020-01-25,86,HIGH,86.7,15,false,,0,0,0
90909997,"Cyclosporin 2%  (Aqueous) 10mls",55,2021-03-02,1860,6,38,2021-02-13,92,HIGH,100,12,true,116,1,0,0
109204,"Ranitidine Inj 25 mg/ml",40.89,2019-02-03,2618,1,,,44,LOW,46.2,13,false,,0,0,0
132011,"Hills K9 Derm Defense 6.5 kg",93.98,2019-05-02,2530,7,90,2019-04-24,88,HIGH,91.7,12,true,99.99,1,0,0
122540,"MCRC K9 Adult 10 kg",73.1,2019-04-04,2558,2,68.7,2019-02-11,52,MEDIUM,66.7,3,true,79.94,2,0,0
131926,"Charac-Tol ActivatChar w/sorb 50g 250ml",12.09,2019-02-03,2618,2,,,44,LOW,50,4,false,,0,0,0
119315,"Hills K9 w/d - 8.5lbs",39.98,2019-04-03,2559,15,37,2019-02-03,96,HIGH,94.9,39,true,45,2,0,0
118026,"MCRC K9 Urinary SO 1.5kg",19.88,2019-02-03,2618,2,,,79,HIGH,100,16,true,45.98,1,0,0
119307,"Canine Hills r/d 8.5lbs",43.68,2019-02-03,2618,1,,,53,MEDIUM,49.2,61,false,,0,0,0
CHEM5,"CHEM 15/ CHEM 17 (IN CLINIC)",150,2022-02-04,1521,7,82,2021-12-17,91,HIGH,94.4,18,true,152,1,0,0
90900525,"Amlodipine Besylate 0.625mg/ml Summit",44.4,2019-08-22,2418,3,133.2,2019-03-20,55,MEDIUM,60,5,false,,0,0,0
136065,"Feliway Friends Refill 2 Pack 48ml",33.55,2019-05-01,2531,10,67.1,2019-03-17,91,HIGH,90.9,22,false,,0,0,0
128164,"Gabapentin 300 mg",13.76,2023-10-04,914,4,16.4,2023-09-18,35,LOW,16.7,6,false,,0,0,0
FEL29,"Feline Hills w/d 8.5 lbs",49.92,2019-02-03,2618,1,,,39,LOW,24.2,91,false,,0,0,0
106157,"Phenobarbital 60 mg Tabs",62.4,2020-09-19,2024,4,163.2,2020-08-06,63,MEDIUM,66.7,6,true,163.2,2,0,0
120267,"Hills K9 Dental Care Chews Reg-12oz",16.95,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
131243,"MCRC Fel Renal Support E 165g",64.56,2022-07-07,1368,3,8.07,2022-05-20,77,HIGH,100,6,false,,0,0,0
AMLO S,"Amlodipine 0.625mg/ml 180 mls Strathcona",74.08,2019-02-03,2618,1,,,65,MEDIUM,100,2,true,97.04,1,0,0
132114,"FELIWAY Diffuser",12.55,2020-07-23,2082,4,9.24,2020-07-17,63,MEDIUM,66.7,6,false,,0,0,0
134026,"Hills Fel Hypo Treats 71g",17.8,2021-10-06,1642,3,8.9,2021-09-24,50,MEDIUM,50,6,true,10,1,0,0
106119,"Litter- Horse Bedding Pinnacle 40 lbs",11.96,2019-08-03,2437,3,5.98,2019-05-21,66,MEDIUM,80,5,false,,0,0,0
FEL16,"Feline Hills ZD 8.5 lbs",64.98,2019-02-03,2618,1,,,41,LOW,41.7,12,false,,0,0,0
FEL15,"Feline Hills z/d 1.8 kg",37,2019-02-03,2618,3,,,51,MEDIUM,33.3,42,false,,0,0,0
120931,"PVD FEL NF (Kidney) 2.72kg",38.11,2019-02-03,2618,4,,,81,HIGH,100,6,false,,0,0,0
112089,"Hills Fel w/d - 8.5lbs",65.98,2021-10-01,1647,3,62.99,2021-05-06,66,MEDIUM,80,5,true,73.99,1,0,0
107278,"Antirobe Aquadrops 25 mg/ml 20ml",51.78,2022-06-14,1391,9,103.56,2022-06-11,83,HIGH,77.3,22,true,119,1,0,0
123876,"Rheumocam (Meloxicam) 42ml",64.44,2019-04-17,2545,12,63.8,2019-02-03,99,HIGH,100,41,false,,0,0,0
90912711,"Cyclosporin 50mg/ml",148.11,2019-02-03,2618,3,,,66,MEDIUM,70.6,17,false,,0,0,0
111294,"Feline Hills d/d Venison 156 G",60,2019-02-03,2618,1,,,55,MEDIUM,55.3,38,false,,0,0,0
ORA1,"Dental x-ray",108.15,2022-06-08,1397,11,54.08,2022-05-27,90,HIGH,88,25,false,,0,0,0
129820,"EICOSADERM Omega 3 Pump - 236ml",20.65,2019-02-03,2618,2,,,74,MEDIUM,89.5,19,true,22.12,1,0,0
135823,"Hills Fel k/d Early Support Chk - 8.5lbs",58.99,2019-02-03,2618,2,,,70,MEDIUM,100,3,true,61.99,2,0,0
135932,"Aventi GI complete tablet",66,2021-07-08,1732,8,39,2021-04-06,67,MEDIUM,54.5,11,true,39.6,2,0,0
113523,"Treat Purebites k9 chicken brest 330 g",36.28,2019-07-25,2446,3,,,77,HIGH,100,5,false,,0,0,0
123187,"RC K9 Hepatic - 410g",320.16,2022-07-29,1346,4,160.08,2022-06-25,43,LOW,28.6,7,true,93.96,1,0,0
133803,"Douxo Pyo Micro Emulsion Spray",27.2,2020-02-13,2243,3,26.41,2019-12-20,78,HIGH,100,7,false,,0,0,0
125410,"Amoxicillin 250mg/5ml - 150ml Bottle",34.72,2019-07-05,2466,3,29.24,2019-05-01,78,HIGH,100,7,false,,0,0,0
136211,"Total T4/SDMA Combo",35.9,2019-06-29,2472,11,,,98,HIGH,97.1,102,true,514.82,2,0,0
130540,"Rayne LowFat Kangaroo 400g",70.32,2021-03-09,1853,7,35.16,2021-03-08,79,HIGH,70,20,false,,0,0,0
123522,"RC K9 Anallergic K9 9 kg",140.77,2020-04-17,2179,3,138,2020-01-16,78,HIGH,100,7,false,,0,0,0
128907,"Hills K9 i/d Ckn & Veg - 156g",5.24,2022-02-02,1523,7,8.96,2020-09-09,54,MEDIUM,33.3,9,false,,0,0,0
125661,"Hills Fel i/d - 4lb",50.01,2023-10-04,914,5,45.99,2023-09-26,70,MEDIUM,71.4,7,false,,0,0,0
131782,"MCRC Fel Multi Renal + HP - 3kg",132.98,2021-03-01,1861,9,66.49,2020-12-04,53,MEDIUM,30,10,false,,0,0,0
131419,"Rayne canine low fat kangaroo 11 kg",130.64,2019-07-11,2460,6,125.43,2019-05-17,95,HIGH,100,21,false,,0,0,0
131729,"Diclofenac 0.1% ophthalmic",28.22,2019-02-03,2618,13,,,94,HIGH,96,25,false,,0,0,0
121727,"Revolution Cat 7.6-10 kg (Taupe)",122.2,2019-02-03,2618,3,,,44,LOW,40,5,false,,0,0,0
128662,"Semintra for Cats 30 mls",75,2019-04-30,2532,6,63.54,2019-03-27,87,HIGH,90.9,11,false,,0,0,0
127805,"Fluoxetine 20mg",86,2023-01-06,1185,3,109,2022-09-23,66,MEDIUM,80,5,false,,0,0,0
130002,"Healthy Adv K9 Adult Oral 12lbs",48.99,2019-04-13,2549,3,47,2019-03-06,77,HIGH,100,5,false,,0,0,0
URIN3,"Urinalysis - sdiment only",18.5,2019-02-03,2618,3,,,77,HIGH,100,6,true,18.5,2,0,0
117294,"MCRC Feline Fibre 165 g",140.16,2019-07-09,2462,5,70.08,2019-05-29,62,MEDIUM,57.1,7,true,70.08,2,0,0
117306,"MCRC K9 Vegetarian 385g",55.2,2020-03-02,2225,5,51.96,2020-01-21,80,HIGH,87.5,8,false,,0,0,0
128055,"Hills Fel H.A. Adult Entree 5.5oz",57.84,2019-07-10,2461,4,54.96,2019-03-12,47,LOW,40,5,false,,0,0,0
0010,"Canine  Neuter  Cryptorchid Add On/10 Mi",64.68,2019-05-01,2531,2,225,2019-02-03,40,LOW,40,5,true,80.85,1,0,0
DENTALFL,"Dental Flap",50,2019-08-07,2433,2,25,2019-07-18,72,MEDIUM,100,4,false,,0,0,0
127962,"Rayne K9 Low Fat Kangaroo 7.25 kg",98.84,2019-07-12,2459,2,,,72,MEDIUM,100,4,false,,0,0,0
99012999,"Aluminium acetate/hydrocortisone 2/1%",16.8,2019-07-10,2461,4,20,2019-07-09,68,MEDIUM,63.6,22,true,62,2,0,0
137221,"Credelio 5.5-11kg Orange tabs",65.99,2019-05-30,2502,1,,,63,MEDIUM,100,1,true,15.39,1,0,0
107275,"Antirobe Capsule 25mg",31.6,2020-06-17,2118,4,25.6,2020-04-14,71,MEDIUM,75,12,true,51.2,2,0,0
134493,"Otizole Otic - 30mls",66.86,2019-07-10,2461,12,30.17,2019-06-05,96,HIGH,97.1,35,true,84.66,2,0,0
109202,"Lactulose 667mg/ml",15.6,2021-10-19,1629,3,13.2,2021-05-23,48,LOW,50,4,false,,0,0,0
124180,"Hills K9 Metabolic - 17.6lbs",122.98,2022-09-22,1291,5,117,2022-06-07,89,HIGH,100,13,false,,0,0,0
130958,"Veraflox 60mg Tablets",42.52,2019-05-23,2509,2,332.46,2019-02-03,52,MEDIUM,66.7,3,true,172.23,1,0,0
130003,"Hills Fel Healthy Advant Adult Oral 6lbs",40.97,2019-02-03,2618,7,,,95,HIGH,100,21,false,,0,0,0
128052,"Hills Fel Healthy Adv Adult Oral 3 lb",22.5,2019-02-03,2618,4,,,69,MEDIUM,80,5,false,,0,0,0
122706,"Thyro Tab 0.8mg",57.9,2019-05-11,2521,8,19.14,2019-03-30,74,MEDIUM,66.7,12,false,,0,0,0
5284694,"Dexamethasone 1mg/ml",14,2019-07-13,2458,1,,,48,LOW,66.7,3,false,,0,0,0
133467,"Feliway FRIENDS Refill 48ml",21.59,2020-09-02,2041,3,43.18,2020-08-20,73,MEDIUM,88.9,9,false,,0,0,0
127113,"Florinef 0.1mg",60,2019-09-21,2388,3,30,2019-08-21,62,MEDIUM,71.4,7,true,132,1,0,0
132852,"Douxo Seb Shampoo",17.3,2019-07-16,2455,5,24.72,2019-05-02,80,HIGH,87.5,8,true,18.37,1,0,0
132311,"Douxo Seb Micro Emulsion Spray - 200ml",24.93,2019-07-16,2455,5,17.81,2019-02-20,88,HIGH,100,10,false,,0,0,0
2019-07,"Potassium Citrate 450mg/ml(120 mls)",39,2019-07-18,2453,1,,,67,MEDIUM,100,3,false,,0,0,0
0212,"Prednisolone 10 mg/ml 60 mls btl",71.04,2020-09-18,2025,3,278.47,2019-10-16,77,HIGH,100,6,false,,0,0,0
99010308,"Tramadol HCL 25 mg (Summit)",28.4,2019-02-03,2618,3,,,36,LOW,20,10,true,16.92,1,0,0
104091,"Clindamycin 150mg capsules [teva]",31.74,2019-02-03,2618,1,,,39,LOW,35.7,14,false,,0,0,0
AC,"Add - Culture in House",33,2019-02-03,2618,1,,,78,HIGH,100,28,false,,0,0,0
CANIN43,"Canine Hills c/d 17.6 lbs",54.15,2019-02-03,2618,1,,,45,LOW,50,10,false,,0,0,0
UC,"Urinalysis + Culture in House",95,2019-02-03,2618,1,,,74,MEDIUM,87.4,95,false,,0,0,0
SPLI2,"Splint and Bandage change Major",95,2019-02-03,2618,2,,,81,HIGH,97.2,36,true,125,2,0,0
CANIN62,"Canine Hills d/d Salmon Can 370G",86.4,2019-02-03,2618,1,,,51,MEDIUM,48.6,37,false,,0,0,0
128418,"Aloe & Oatmeal Shamp & Cond Combo PKG",27,2019-02-03,2618,1,,,70,MEDIUM,100,7,true,19.39,1,0,0
CANIN20,"Canine Hills d/d Salmon 27.5 lb",97.93,2019-02-03,2618,1,,,53,MEDIUM,50,56,false,,0,0,0
101650,"Taurine Protein Tabs for Fel 250mg-100's",49.06,2019-02-03,2618,1,,,61,MEDIUM,80,10,false,,0,0,0
118366,"Optixcare Eye lube 25 g",22.96,2019-02-03,2618,1,,,48,LOW,54.5,11,false,,0,0,0
HILLS 70,"Feline Hills c/d urinary stew (tuna)82 g",9.15,2019-02-03,2618,1,,,39,LOW,25,44,false,,0,0,0
HILLS71,"Feline Hills c/d urinary stew (ckn) 82 g",41.52,2019-02-03,2618,1,,,37,LOW,20,55,false,,0,0,0
FEL25,"Feline Hills c/d Chicken 4 lbs",24.12,2019-02-03,2618,1,,,50,MEDIUM,43.5,62,false,,0,0,0
108742,"Advantage Multi 55 Red (9.1-25kg)",36.26,2019-02-03,2618,1,,,51,MEDIUM,54.5,22,false,,0,0,0
122704,"Thyro Tab 0.6mg",49.8,2020-05-09,2157,4,62.4,2020-03-24,69,MEDIUM,80,5,false,,0,0,0
104360,"Potassium Chl 20 meq per vial",32.6,2019-02-03,2618,3,,,49,LOW,40,15,false,,0,0,0
123878,"Rheumocam (Meloxicam) 200ml",179.6,2019-02-03,2618,2,,,62,MEDIUM,72.7,11,false,,0,0,0
129658,"ONSIOR TABS FOR CATS 6mg",20.12,2019-02-03,2618,1,,,30,LOW,18.8,16,false,,0,0,0
TRAMDOL,"Tramadol HCL 100 mg/ml",62.82,2019-02-03,2618,1,,,37,LOW,33.3,12,false,,0,0,0
CANIN37,"Canine Hills j/d 27.5 lbs",118.09,2019-02-03,2618,1,,,50,MEDIUM,46.3,41,false,,0,0,0
115433,"Heartgard  Plus 1-11kg(Blue)",30,2019-02-03,2618,1,,,32,LOW,19,21,false,,0,0,0
OPTH,"Chloramphenicol  Oph  Ointm 1%",18.6,2019-02-03,2618,1,,,54,MEDIUM,75,4,false,,0,0,0
SULC,"Sulcrate Susp.",11.75,2019-02-03,2618,1,,,30,LOW,12.9,31,false,,0,0,0
NOVO5,"Novo-Prednisone 5mg Tabs",12.5,2019-02-03,2618,1,,,39,LOW,42.9,7,false,,0,0,0
PANA,"Panacur  Suspension",4.69,2019-02-03,2618,1,,,31,LOW,23.1,13,false,,0,0,0
97,"Gst",4.05,2019-02-03,2618,1,,,27,LOW,1.3,4766,false,,0,0,0
106292,"Hills Fel m/d - 1.8kg",34.99,2019-03-05,2588,22,32.99,2019-02-23,95,HIGH,91.5,71,false,,0,0,0
VACC5,"Puppy 3 (da2ppv)  With  Rabies",103.95,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
CS2,"Canine  Spay  > 25 Kg",349,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
025117,"Metacam Oral 1.5mg/Ml Bct 10ml",30.38,2019-02-03,2618,1,,,50,MEDIUM,43.7,206,false,,0,0,0
NOVO2,"Novo Bioclav 62.5mg-14tabs/Bottle",24,2019-02-03,2618,1,,,50,MEDIUM,52.2,23,false,,0,0,0
2017,"Tacrolimus opthalmic drops 0.03% summit",69.05,2021-05-26,1775,3,60,2020-01-13,48,LOW,50,4,false,,0,0,0
NOVA1,"Novamoxin Susp 125mg/5ml  75ml",5.79,2019-02-03,2618,1,,,54,MEDIUM,75,4,false,,0,0,0
001422,"Bandage  And  Splint (minor)",61.36,2019-02-03,2618,1,,,52,MEDIUM,48.9,47,false,,0,0,0
METOCL1,"Metoclopramide  10  Mg",10,2019-02-03,2618,1,,,31,LOW,21.4,14,false,,0,0,0
FN,"Feline Neuter",115,2019-02-03,2618,1,,,59,MEDIUM,60,50,false,,0,0,0
ADV1,"Advantage Multi 100 Blue",38.71,2019-02-03,2618,2,,,39,LOW,21.9,32,false,,0,0,0
VACC13,"Dhpp/Kc/Rabies 3",125,2019-02-03,2618,1,,,69,MEDIUM,100,5,false,,0,0,0
STRO,"Strongid T 600ml",9,2019-02-03,2618,1,,,46,LOW,50,12,false,,0,0,0
004943,"Novamoxin Cap 500mg",14.4,2019-02-03,2618,1,,,67,MEDIUM,100,3,false,,0,0,0
VACC14,"Vacc Canine Rdapp And Kc",99,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
GIARD,"Giardia Vaccine",24.74,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
CANIN71,"Canine Hills c/d Can 370 G",35.76,2019-02-03,2618,1,,,40,LOW,38.5,13,false,,0,0,0
MEDI 67,"Medi-Cal Canine Rc Gastro Formula Can 39",27,2019-02-03,2618,1,,,31,LOW,14.3,28,false,,0,0,0
MEDI 85,"Medi-Cal Rc Feline Dental Formula-2 Kg",21.14,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
VACC12,"Dhpp/Kc/Rabies 1 Year",125,2019-02-03,2618,1,,,67,MEDIUM,100,3,false,,0,0,0
SKB,"Potassium Bromide 400 mg/ml (Summit)",48,2019-12-21,2297,4,43.2,2019-09-25,74,MEDIUM,85.7,7,true,66,1,0,0
XMAS9,"Xmas Toy $7.25",7.25,2019-12-19,2299,2,7,2019-02-03,70,MEDIUM,100,3,false,,0,0,0
MED144,"Medi-Cal Canine/Feline Recovery",10.52,2019-02-03,2618,1,,,37,LOW,28,25,false,,0,0,0
DAP1,"Da2ppv  With Rabies 3",24,2019-02-03,2618,1,,,45,LOW,50,10,false,,0,0,0
021817,"Propalin Syrup 50  Mg/Ml",68.49,2019-02-03,2618,1,,,40,LOW,25.8,62,false,,0,0,0
MED 162,"Medi-Cal Rc Canine Dental Formula  8 Kg",57.17,2019-02-03,2618,2,,,39,LOW,27.8,18,true,61.95,1,0,0
106397,"Nyla Bone Puppy StarterKit",8.13,2021-05-31,1770,1,,,65,MEDIUM,100,2,false,,0,0,0
127073,"Toothbrush Finger",2.44,2021-05-31,1770,1,,,65,MEDIUM,100,2,false,,0,0,0
0408,"Amitriptyline 50 mg/ml trasndermal gel",28,2021-04-08,1823,2,,,72,MEDIUM,100,4,false,,0,0,0
BREX,"Exam  Exotics",40,2019-02-03,2618,1,,,41,LOW,28,50,false,,0,0,0
8005,"Amoxi-Tab100 Mg",35.8,2019-02-03,2618,1,,,33,LOW,20.8,24,false,,0,0,0
012613,"Ear Cleansing Solution Vts 8oz",12.9,2019-02-03,2618,1,,,63,MEDIUM,85.7,7,false,,0,0,0
VACCF,"Kitten  (fvrcp + Chlamydia)",75,2019-02-03,2618,1,,,44,LOW,32.6,193,false,,0,0,0
CS1,"Canine  Spay 15-25 Kg",299,2019-02-03,2618,1,,,47,LOW,57.1,7,false,,0,0,0
CS4,"Add On Pyometra",100,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
NOVO,"Novo Bioclav 125mg-14tabs/Bottle",31,2019-02-03,2618,1,,,38,LOW,33.3,15,false,,0,0,0
CANIN38,"Canine Hills Jd 4.5kg",42,2019-02-03,2618,1,,,49,LOW,52.9,17,false,,0,0,0
CANIN10,"Canine Hills i/d 8.5 lbs",36.41,2019-02-03,2618,1,,,50,MEDIUM,43.3,60,false,,0,0,0
TREA1,"Hypoallergenic Treats  Dogs 12 Oz",6.94,2019-02-03,2618,1,,,54,MEDIUM,50.8,59,false,,0,0,0
MEDI 141,"Medi-Cal Rc Feline Reducing Formula 165g",34.8,2019-02-03,2618,1,,,39,LOW,42.9,7,false,,0,0,0
PILL 2,"Pill Pockets Dog Beef/Chicken Flavor-3.2",7.66,2019-02-03,2618,1,,,45,LOW,34.7,72,false,,0,0,0
V 3  FEL,"Rabies  Canine/Feline 3  Years",70,2019-02-03,2618,1,,,51,MEDIUM,66.7,6,false,,0,0,0
V1 FEL,"Rabies  Feline 1  Year",25,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
GER,"Bloodwork - Geriatric Panel (includes T4",122.72,2019-02-03,2618,1,,,49,LOW,42.3,168,false,,0,0,0
DECL,"Declaw  Fel. Front Paws",155,2019-02-03,2618,1,,,54,MEDIUM,75,4,false,,0,0,0
138938,"Fel Greenies Chicken treat 4.6 oz",3.86,2021-06-15,1755,5,5.4,2021-04-12,48,LOW,33.3,6,true,7.14,2,0,0
CANIN65,"Canine/Feline Hills Ad Can 156g",2.19,2019-02-03,2618,1,,,43,LOW,45.5,11,false,,0,0,0
BOHR,"Metacam Orally/Ml (clinic )",6.08,2019-02-03,2618,1,,,29,LOW,5.2,116,false,,0,0,0
CANIN58,"Canine Hills Nd Can 360g",25.2,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
KC1,"Kennel  Cough   Combined",24,2019-02-03,2618,1,,,69,MEDIUM,100,5,false,,0,0,0
FEL40,"Feline Hills i/d 156 G",54.72,2019-02-03,2618,1,,,35,LOW,16.9,65,false,,0,0,0
MEDI 111,"Medi-Cal Rc Feline Vet Diet Urinary So-4",36.8,2019-02-03,2618,1,,,52,MEDIUM,61.5,13,false,,0,0,0
112808,"K9 Purebites Beef/Liver -250g",21,2020-09-05,2038,2,15,2020-08-06,52,MEDIUM,66.7,3,false,,0,0,0
139352,"PVD Fel Liveclear 1.59Kg",30.63,2021-06-12,1758,1,,,68,MEDIUM,100,4,false,,0,0,0
025116,"Metacam Oral 1.5mg/Ml Bct 32ml",69.48,2019-02-03,2618,1,,,50,MEDIUM,44.5,128,false,,0,0,0
FEL38,"Feline Hills Rd With Chicken 4 Lb",51.82,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
RINR,"Ringworm Real PCR Panel",121.9,2020-05-25,2141,3,47.96,2020-03-15,72,MEDIUM,87.5,8,true,76.8,1,0,0
119723,"Salbutamol 100mcg inhaler",9.52,2019-12-24,2294,1,,,63,MEDIUM,100,1,true,20.4,1,0,0
101453,"Flovent inhalter 250 mcg/120 doses",186.22,2019-12-24,2294,4,,,47,LOW,40,5,true,171.05,2,0,0
VACC7,"Puppy 3 (da2ppv)",75,2019-02-03,2618,2,,,49,LOW,35,457,false,,0,0,0
CN,"Canine Neuter < 15 Kg",200,2019-02-03,2618,1,,,65,MEDIUM,82.4,17,false,,0,0,0
RAB1,"Rabies 1 Year Combined",24,2019-02-03,2618,1,,,59,MEDIUM,77.8,9,false,,0,0,0
135466,"Micoderm 2% Miconazole Shampoo",23,2019-05-02,2530,3,,,76,HIGH,100,4,false,,0,0,0
137223,"Hills Gastrointestinal Biome Fe 4 lb",37,2019-12-06,2312,1,,,67,MEDIUM,100,3,false,,0,0,0
G3,"Canine Hills Id Can 370g",36,2019-02-03,2618,1,,,35,LOW,18.9,37,false,,0,0,0
0020,"Feline  Spay And Declaw  Front  Paws",340,2019-02-03,2618,1,,,33,LOW,27.3,11,false,,0,0,0
1001,"Adult - Da2ppv",81,2019-02-03,2618,1,,,52,MEDIUM,47.7,1022,false,,0,0,0
MIR,"Mirtazepine 15 Mg",9.09,2019-02-03,2618,1,,,42,LOW,31.6,38,false,,0,0,0
115,"Sedation  Im  Injections",50,2019-02-03,2618,1,,,66,MEDIUM,81,21,false,,0,0,0
CONV,"Convenia Inj  < 5 Kg",38,2019-02-03,2618,1,,,58,MEDIUM,59,117,false,,0,0,0
ROBAX,"Robaxin 750 Mg Tablet",33.6,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
J1,"Canine Hills  Td  Dry Small  Bites 6.8",47.84,2019-02-03,2618,1,,,50,MEDIUM,43.6,110,false,,0,0,0
T225,"Bile Acid - Idexx",167.9,2019-02-03,2618,2,,,54,MEDIUM,44,75,false,,0,0,0
VACCLA,"Fel- Adult  Fvrcp + Leuk",90,2019-02-03,2618,1,,,50,MEDIUM,43.7,197,false,,0,0,0
CLAVA,"Clavaseptin  50 Mg",23,2019-02-03,2618,1,,,33,LOW,13.1,99,false,,0,0,0
MEDI  54,"Medi-Cal Rc  Fibre Formula 3.5 Kg",35.5,2019-02-03,2618,1,,,47,LOW,60,5,false,,0,0,0
CLA,"Clavaseptin 250 Mg",37.78,2019-02-03,2618,1,,,34,LOW,15.1,139,false,,0,0,0
GLUCO1,"Glucosamine 500 Mg  180 Tb",42,2019-02-03,2618,1,,,51,MEDIUM,54.5,22,false,,0,0,0
FEL26A,"Feline Hills s/d 156 G Can",63.84,2019-02-03,2618,1,,,34,LOW,30,10,false,,0,0,0
1014,"Rabies  Canine/Feline 3  Years",75,2019-02-03,2618,1,,,46,LOW,37.2,94,false,,0,0,0
OPTI,"Optixcare Eye Cleaning Wipes",10,2019-02-03,2618,1,,,53,MEDIUM,66.7,9,false,,0,0,0
CAN1,"Canaural  Ear  Drops  15 Ml",22,2019-02-03,2618,1,,,33,LOW,33.3,6,false,,0,0,0
MEDI1,"Medi-Cal Canine Dental Formula 3.5 Kg",22.38,2019-02-03,2618,1,,,47,LOW,60,5,false,,0,0,0
019199,"Ratio Prednisolone Opthalmic 1% 5ml",30.08,2019-02-03,2618,1,,,72,MEDIUM,86.8,38,false,,0,0,0
GLUCO,"Glucosamine 500 Mg 60 Tb",17,2019-02-03,2618,1,,,50,MEDIUM,60,10,false,,0,0,0
MEDI 101,"Medi-Cal Rc Feline Mature Senior Formula",33.64,2019-02-03,2618,1,,,51,MEDIUM,56.3,16,false,,0,0,0
TREA,"Jerky  Plus  Chic  And  Vegetable",4.8,2019-02-03,2618,1,,,54,MEDIUM,75,4,false,,0,0,0
L3,"Canine  Hills Kd Can 370g",5.86,2019-02-03,2618,1,,,30,LOW,25,8,false,,0,0,0
1008,"Feline Adult Fvrcp + Chlamidia Combined",30,2019-02-03,2618,1,,,51,MEDIUM,46.2,52,false,,0,0,0
M2,"Canine  Hills Ud Can 370g",38.04,2019-02-03,2618,1,,,39,LOW,35.7,14,false,,0,0,0
SX1,"Soft Tissue Surgical Fee Per 10 Minutes",75,2019-02-03,2618,1,,,33,LOW,20,25,false,,0,0,0
MEDI 129,"Medi-Cal Rc Feline Gastro Cans 165 G",38.4,2019-02-03,2618,1,,,32,LOW,16.7,30,false,,0,0,0
NOVO1,"Novo Bioclav 250mg-14tabs/Bottle",49.4,2019-02-03,2618,1,,,60,MEDIUM,73.3,15,false,,0,0,0
